ID	Value
HED10152	[[যেখানে\PR_PRL]]_NP [[প্রাচীনকালের\N_NN সংস্কৃত\N_NNP কবি\N_NN বাণভট্টের\N_NNP জীবনকে\N_NN]]_NP [[উপন্যাস\N_NN আকারে\N_NN]]_NP [[মেলে\V_VM_VNF ধরা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10153	[[তাঁর\PR_PRL ললিত\JJ প্রবন্ধ\N_NN সংকলনের\N_NN নাম\N_NN]]_NP [[অশোককে\N_NNP ফুল\N_NNP]]_NP [[।\RD_PUNC]]_BLK
HED10154	[[তিনি\PR_PRL]]_NP [[হিন্দী\N_NNP সাহিত্যের\N_NN ইতিহাসও\N_NN লিখেছেন\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[প্রাচীনকাল\N_NN]]_NP [[ও\CC_CCD]]_CCP [[মধ্যকালের\N_NN]]_NP [[হিন্দী\N_NNP সাহিত্যের\N_NN প্রধান\JJ ধারার\N_NN উপর\PSP]]_NP [[আলোকপাত\N_NN করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10155	[[মধ্যকালের\N_NN সুফী\JJ কবি\N_NN কবীরের\N_NNP উপর\PSP তাঁর\PR_PRL লেখা\V_VM_VNG সমালোচনামূলক\JJ বইটি\N_NN]]_NP [[গুরুত্বপূর্ণ\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10156	[[হিন্দী\N_NNP প্রবন্ধের\N_NN ধারাকে\N_NN প্রতিষ্ঠিত\JJ করার\V_VM_VNG কৃতিত্ব\N_NN]]_NP [[আচার্য\N_NNP হাজারী\N_NNP প্রসাদ\N_NNP দ্বিবেদীর\N_NNP]]_NP [[প্রাপ্য\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10157	[[তাঁর\PR_PRL প্রবন্ধের\N_NN বিষয়\N_NN]]_NP [[হল\V_VAUX]]_VGF [[ভারতীয়\JJ সংস্কৃতি\N_NN]]_NP [[,\RD_PUNC]]_CCP [[ইতিহাস\N_NN]]_NP [[,\RD_PUNC]]_CCP [[জ্যোতিষ\N_NN]]_NP [[,\RD_PUNC]]_CCP [[সাহিত্য\N_NN]]_NP [[,\RD_PUNC]]_CCP [[বিভিন্ন\JJ]]_JJP [[ধর্ম\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[সম্প্রদায়ের\N_NN]]_NP [[ব্যাখ্যা\N_NN]]_NP [[ইত্যাদি\RP_RPD]]_BLK [[।\RD_PUNC]]_BLK
HED10158	[[এছাড়া\PSP]]_BLK [[দ্বিবেদী\N_NNP মহাশয়\N_NN]]_NP [[ললিত\N_NNP প্রবন্ধও\N_NN লিখেছেন\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[তাঁকে\PR_PRL]]_NP [[হিন্দীতে\N_NNP]]_NP [[ললিত\N_NNP প্রবন্ধের\N_NN ধারার\N_NN প্রচলক\JJ বলে\V_VM_VNF মনে\N_NN করা\V_VM_VNG হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10159	[[দ্বিবেদী\N_NNP মহাশয়ের\N_NN ভাষা\N_NN]]_NP [[হল\V_VAUX]]_VGF [[বিশুদ্ধ\JJ সাহিত্যিক\JJ খড়ীবোলি\N_NNP ভাষা\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10160	[[তিনি\PR_PRL]]_NP [[ভাবনা\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[বিষয়\N_NN]]_NP [[অনুযায়ী\RB]]_RBP [[ভাষার\N_NN ব্যবহার\N_NN করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10161	[[তাঁর\PR_PRL ভাষায়\N_NN]]_NP [[দুই\QT_QTC রূপ\N_NN দেখা\V_VM_VNG যায়\V_VM_VF]]_VGF [[-(\N_NN ১\QT_QTC )\RD_SYM সরল\JJ সাহিত্যিক\JJ ভাষা\N_NN]]_NP [[,\RD_PUNC]]_CCP [[(\RD_SYM ২\QT_QTC )\RD_SYM সংস্কৃতনিষ্ঠ\JJ কষ্টকল্পিত\JJ ভাষা\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10162	[[দ্বিবেদী\N_NNP মহাশয়ের\N_NN সাধারণ\JJ প্রবন্ধে\N_NN]]_NP [[প্রথম\QT_QTO প্রকারের\N_NN ঝলক\N_NN]]_NP [[দেখা\V_VM_VNG যায়\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10163	[[এই\DM_DMD প্রকারের\N_NN ভাষায়\N_NN]]_NP [[ঊর্দু\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[ইংরেজী\N_NNP]]_NP [[শব্দেরও\N_NN সমাবেশ\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10164	[[সর্বত্র\QT_QTF]]_RBP [[সাবলীল\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[স্নিগদ্ধতা\JJ]]_NP [[রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10165	[[দ্বিবেদী\N_NNP মহাশয়ের\N_NN ভাষার\N_NN দ্বিতীয়\QT_QTO রূপ\N_NN]]_NP [[তাঁর\PR_PRL আলোচনামূলক\JJ লেখাতে\N_NN]]_NP [[দেখা\V_VM_VNG যায়\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10166	[[এতে\PR_PRL]]_NP [[সংস্কৃত\N_NNP শব্দের\N_NN প্রাধান্য\N_NN রয়েছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10167	[[এই\DM_DMD ভাষা\N_NN]]_NP [[অধিকমাত্রায়\N_NN]]_NP [[নিয়ন্ত্রিত\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[বিশুদ্ধ\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10168	[[এই\DM_DMD ভাষাতে\N_NN]]_NP [[কোথাও\QT_QTF]]_RBP [[কৃত্রিমতা\N_NN]]_NP [[বা\CC_CCD]]_CCP [[আলংকারিক\JJ প্রদর্শনী\N_NN]]_NP [[নেই\V_VAUX]]_NEGP [[এবং\CC_CCD]]_CCP [[এটি\PR_PRL]]_NP [[স্বাভাবিক\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[সাবলীল\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10169	[[গবেষণামূলক\JJ শৈলী\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10170	[[দ্বিবেদী\N_NNP মহাশয়ের\N_NN]]_NP [[বিশ্লেষণী\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[আলোচনামূলক\JJ প্রবন্ধ\N_NN]]_NP [[এই\DM_DMD ধারায়\N_NN]]_NP [[লেখা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10171	[[এই\DM_DMD শৈলী\N_NN]]_NP [[দ্বিবেদী\N_NNP মহাশয়ের\N_NN প্রতিনিধি\N_NN শৈলী\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10172	[[এই\DM_DMD শৈলীর\N_NN ভাষা\N_NN]]_NP [[সংস্কৃত\N_NNP প্রধান\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[অধিক\RP_INTF প্রাণোচ্ছল\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10173	[[বর্ণনামূলক\JJ শৈলী\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10174	[[দ্বিবেদী\N_NNP মহাশয়ের\N_NN বর্ণনামূলক\JJ শৈলী\N_NN]]_NP [[বেশ\RP_INTF স্বাভাবিক\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[রোমাঞ্চকর\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10175	[[এই\DM_DMD শৈলীতে\N_NN]]_NP [[হিন্দী\N_NNP শব্দের\N_NN প্রধান্য\N_NN রয়েছে\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[সাথে\PSP]]_BLK [[সংস্কৃত\N_NNP তত্সম\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[ঊর্দু\N_NNP]]_NP [[প্রচলিত\JJ]]_JJP [[শব্দেরও\N_NN]]_NP [[প্রয়োগ\N_NN]]_NP [[হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10176	[[বাক্য\N_NN]]_NP [[অপেক্ষাকৃত\RP_INTF বড়\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10177	[[দ্বিবেদী\N_NNP মহাশয়ের\N_NN প্রবন্ধে\N_NN]]_NP [[ব্যাঙ্গাত্মক\JJ শৈলীর\N_NN]]_NP [[বহুল\QT_QTF]]_NP [[সফল\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[সুন্দর\JJ]]_JJP [[প্রয়োগ\N_NN ঘটেছে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10178	[[এই\DM_DMD ভাষা\N_NN শৈলীতে\N_NN]]_NP [[ঊর্দু\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[ফার্সি\N_NNP]]_NP [[ইত্যাদি\RP_RPD শব্দের\N_NN প্রয়োগ\N_NN]]_NP [[দেখা\V_VM_VNG যায়\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10179	[[দ্বিবেদী\N_NNP মহাশয়\N_NN]]_NP [[যেখানে\PR_PRL]]_RBP [[নিজের\PR_PRF বিষয়কে\N_NN]]_NP [[বিস্তারিতভাবে\RB]]_JJP [[বুঝিয়েছেন\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[সেখানে\PR_PRL]]_RBP [[তিনি\PR_PRL]]_NP [[বিশেষ\JJ শৈলী\N_NN]]_NP [[অনুসরণ\RB করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10180	[[দ্বিবেদী\N_NNP মহাশয়ের\N_NN রচনা\N_NN দুই\QT_QTC প্রকারের\N_NN]]_NP [[,\RD_PUNC]]_BLK [[মৌলিক\JJ]]_JJP [[এবং\CC_CCD]]_CCP [[অনুদিত\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10181	[[চিন্তামণি\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[পুরাতন\N_NNP প্রবন্ধ\N_NNP সংগ্রহ\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[বিশ্ব\N_NNP পরিচয়\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[লাল\N_NNP কনের\N_NNP]]_NP [[ইত্যাদি\RP_RPD প্রবন্ধগুলি\N_NN]]_NP [[দ্বিবেদী\N_NNP মহাশয়ের\N_NN অনুদিত\JJ রচনা\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10182	[[এছাড়া\PSP]]_BLK [[দ্বিবেদী\N_NNP মহাশয়\N_NN]]_NP [[অনেক\QT_QTF মৌলিক\JJ রচনা\N_NN করেছেন\V_VM_VF]]_VGF [[যেগুলি\PR_PRL]]_NP [[বিভিন্ন\JJ পত্র-পত্রিকায়\N_NN]]_NP [[প্রকাশিত\JJ হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10183	[[হিন্দী\N_NNP প্রবন্ধ\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[আলোচনামূলক\JJ রচনার\N_NN]]_NP [[ক্ষেত্রে\N_NN]]_NP [[আচার্য\N_NNP হাজারি\N_NNP প্রসাদ\N_NNP দ্বিবেদী\N_NNP]]_NP [[অদ্বিতীয়\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10184	[[তিনি\PR_PRL]]_NP [[উচ্চ\JJ স্তরের\N_NN]]_NP [[প্রবন্ধকার\JJ]]_NP [[এবং\CC_CCD]]_CCP [[সমলোচক\JJ]]_NP [[৷\RD_PUNC]]_BLK
HED10185	[[তাঁর\PR_PRL প্রবন্ধ\N_NN]]_NP [[বাংলা\N_NNP সাহিত্যের\N_NN অমূল্য\JJ সম্পদ\N_NN]]_NP [[৷\RD_PUNC]]_BLK
HED10186	[[তাঁর\N_NNP সমস্ত\QT_QTF লেখায়\N_NN]]_VGINF [[তাঁর\PR_PRL]]_NP [[গভীর\JJ চিন্তাধারা\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[মৌলিক\JJ ভাবনার\N_NN]]_NP [[ছাপ\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10187	[[সাহিত্য\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[শিক্ষা\N_NN]]_NP [[বিভাগে\N_NN]]_NP [[১৯৫৭\QT_QTC সালে\N_NN]]_NP [[হাজারি\N_NNP প্রসাদ\N_NNP দ্বিবেদীকে\N_NNP]]_NP [[পদ্মভূষণে\N_NNP সম্মানিত\JJ করা\V_VM_VNG হয়েছে\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10188	[[মধুশালা\N_NNP খ্যাত\N_NN লেখক\N_NN হরিবংশ\N_NNP রায়\N_NNP বচ্চন\N_NNP (\RD_SYM ২৭\QT_QTC নভেম্বর\N_NNP ১৯০৭\QT_QTC -\RD_PUNC ১৮\QT_QTC জানুয়ারি\N_NNP ২০০৩\QT_QTC )\RD_SYM]]_NP [[হিন্দীর\N_NNP একজন\QT_QTC]]_NP [[প্রসিদ্ধ\JJ]]_JJP [[কবি\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[লেখক\N_NN]]_NP [[ছিলেন\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10189	[[এলাহাবাদের\N_NNP কায়স্থ\N_NNP পরিবারে\N_NN]]_NP [[হরিবংশ\N_NNP রায়\N_NNP বচ্চনের\N_NNP]]_NP [[জন্ম\N_NN হয়েছিল\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10190	[[তাঁকে\PR_PRL]]_NP [[ছোটবেলায়\N_NN]]_NP [[বচ্চন\N_NNP বলা\V_VM_VNG হত\V_VAUX]]_VGF [[যার\PR_PRL আক্ষরিক\JJ অর্থ\N_NN]]_NP [[হল\V_VAUX]]_VGF [[বাচ্চা\N_NN]]_NP [[অথবা\CC_CCD]]_CCP [[সন্তান\N_NN]]_NP [[৷\RD_PUNC]]_BLK
HED10191	[[পরে\PSP]]_RBP [[তিনি\PR_PRL]]_NP [[এই\DM_DMD নামে\N_NN]]_NP [[বিখ্যাত\JJ]]_JJP [[হন\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10192	[[তিনি\PR_PRL]]_NP [[কায়স্থ\N_NNP পাঠশালায়\N_NN]]_NP [[প্রথমে\QT_QTO]]_RBP [[ঊর্দুর\N_NNP শিক্ষা\N_NN গ্রহণ\N_NN করেন\V_VM_VF]]_VGF [[যা\PR_PRL]]_BLK [[সেই\DM_DMR সময়ের\N_NN আইনের\N_NN ডিগ্রী\N_NN লাভের\N_NN জন্য\PSP]]_NP [[প্রথম\QT_QTO পদক্ষেপ\N_NN বলে\V_VM_VNF মনে\N_NN করা\V_VM_VNG হত\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10193	[[তারপরে\RB]]_RBP [[তিনি\PR_PRL]]_NP [[প্রয়াগ\N_NNP বিশ্ববিদ্যালয়\N_NN থেকে\PSP]]_NP [[ইংরেজীতে\N_NNP এম.\N_NNP এ.\N_NNP]]_NP [[তারপরে\RB]]_RBP [[উচ্চ\JJ শিক্ষার\N_NN জন্য\PSP]]_NP [[ইংল্যান্ড\N_NNP]]_NP [[চলে\V_VM_VNF যান\V_VM_VF]]_VGF [[যেখান\PR_PRL থেকে\PSP]]_RBP [[তিনি\PR_PRL]]_NP [[ডব্লু\N_NNP বি\N_NNP ইয়েটসের\N_NNP কবিতার\N_NN উপর\PSP]]_NP [[পি-এচ.ডি.\N_NNP করেন\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10194	[[১৯২৬\QT_QTC সালে\N_NN]]_NP [[১৯\QT_QTC বছর\N_NN বয়সে\N_NN]]_NP [[শ্যামা\N_NNP বচ্চনের\N_NNP সাথে\PSP]]_NP [[তাঁর\PR_PRL বিয়ে\N_NN হয়\V_VAUX]]_VGF [[যার\PR_PRL]]_BLK [[তখন\PR_PRL]]_RBP [[বয়স\N_NN ছিল\V_VAUX ১৪\QT_QTC]]_NP [[৷\RD_PUNC]]_BLK
HED10195	[[দুর্ভাগ্যবশত\RB]]_RBP [[১৯৩৬\QT_QTC সালে\N_NN]]_NP [[টিবির\N_NNP কারণে\PSP]]_NP [[শ্যামার\N_NNP]]_NP [[মৃত্যু\N_NN ঘটে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10196	[[পাঁচ\QT_QTC বছর\N_NN বাদে\PSP]]_NP [[১৯৪১\QT_QTC সালে\N_NN]]_NP [[বচ্চন\N_NNP]]_NP [[একজন\QT_QTC পাঞ্জাবী\JJ মহিলা\N_NN তেজি\N_NNP সুরির\N_NNP সাথে\PSP]]_NP [[বিয়ে\N_NN করেন\V_VM_VF]]_VGF [[যিনি\PR_PRL]]_BLK [[নাট্যমঞ্চ\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[গানের\N_NN]]_NP [[সাথে\PSP]]_BLK [[যুক্ত\N_NN ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10197	[[তাঁর\PR_PRL]]_NP [[এবং\CC_CCD]]_CCP [[তেজি\N_NNP বচ্চনের\N_NNP]]_NP [[অমিতাভ\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[অজিতাভ\N_NNP]]_NP [[দুই\QT_QTC পুত্র\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10198	[[অমিতাভ\N_NNP বচ্চন\N_NNP]]_NP [[রূপালি\JJ পর্দার\N_NN একজন\QT_QTC প্রথম\QT_QTO সারির\N_NN অভিনেতা\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10199	[[তেজি\N_NNP বচ্চন\N_NNP]]_NP [[হরিবংশ\N_NNP রায়\N_NNP বচ্চনের\N_NNP অনূদিত\JJ শেক্সপিয়রের\N_NNP অনেক\QT_QTF নাটকে\N_NN অভিনয়ও\N_NN করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10200	[[হরিবংশ\N_NNP রায়\N_NNP বচ্চন\N_NNP]]_NP [[এলাহাবাদ\N_NNP বিশ্ববিদ্যালয়ে\N_NN]]_NP [[অধ্যাপনা\N_NN করেছিলেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10201	[[বচ্চন\N_NNP মহাশয়\N_NN]]_NP [[হিন্দীর\N_NNP সর্বাধিক\RP_INTF জনপ্রিয়\JJ কবিদের\N_NN মধ্যে\PSP]]_NP [[অগ্রণী\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10202	[[১৮ই\QT_QTO জানুয়ারি\N_NNP ২০০৩\QT_QTC সালে\N_NN]]_NP [[মুম্বাইতে\N_NNP]]_NP [[তাঁর\PR_PRL মৃত্যু\N_NN ঘটে\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10203	[[তাঁর\PR_PRL কবিতা\N_NN দো\N_NNP চট্টানেকে\N_NNP]]_NP [[১৯৬৮\QT_QTC সালে\N_NN]]_NP [[হিন্দি\N_NNP কবিতার\N_NN সাহিত্য\N_NNP অকাদেমী\N_NNP পুরস্কার\N_NNP সম্মানে\N_NN]]_NP [[সম্মানিত\JJ করা\V_VM_VNG হয়েছিল\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10204	[[সেই\PR_PRL বছরেই\N_NN]]_NP [[তাঁকে\PR_PRL]]_NP [[সোভিয়েত\N_NNP ল্যান্ড\N_NNP নেহরু\N_NNP পুরস্কার\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[এফ্রো\N_NNP এশিয়ান\N_NNP সম্মেলনের\N_NNP কমল\N_NNP পুরস্কারে\N_NN]]_NP [[সম্মানিত\JJ করা\V_VM_VNG হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10205	[[বিড়লা\N_NNP ফাউন্ডেশন\N_NNP]]_NP [[তাঁর\PR_PRL আত্মজীবনীর\N_NN জন্য\PSP]]_NP [[তাঁকে\PR_PRL]]_NP [[সরস্বতী\N_NNP সম্মান\N_NNP দিয়েছিল\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10206	[[ভারতীয়\JJ সাহিত্যে\N_NN বিশেষ\JJ অবদানের\N_NN জন্য\PSP]]_NP [[হরিবংশ\N_NNP রায়\N_NNP বচ্চনকে\N_NNP]]_NP [[ভারত\N_NNP সরকার\N_NN দ্বারা\PSP]]_NP [[১৯৭৬\QT_QTC সালে\N_NN]]_NP [[পদ্মভূষণে\N_NNP সম্মানিত\JJ করা\V_VM_VNG হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10207	[[তাঁর\PR_PRL রচিত\JJ বইগুলির\N_NN মধ্যে\PSP]]_NP [[আত্মজীবনী\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[অনুবাদ\N_NN]]_NP [[প্রধানভাবে\RB]]_RBP [[উল্লেখ্য\JJ]]_JJP [[৷\RD_PUNC]]_BLK
HED10208	[[বচ্চন\N_NNP]]_NP [[একজন\QT_QTC জনপ্রিয়\JJ কবি\N_NN]]_NP [[হিসেবে\RP_RPD]]_RBP [[বিখ্যাত\JJ]]_JJP [[ছিলেন\V_VAUX]]_VGF [[এবং\CC_CCD]]_CCP [[সাহিত্য\N_NN সাধনার\N_NN ক্ষেত্রে\N_NN]]_NP [[তাঁর\PR_PRL কবিতা\N_NN রচনাই\N_NN]]_NP [[গুরুত্বপূর্ণ\JJ]]_JJP [[ছিল\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10209	[[তাঁকে\PR_PRL]]_NP [[জীবনের\N_NN গায়ক\N_NN কবি\N_NN বলা\V_VM_VNG হয়\V_VAUX]]_VGF [[৷\RD_PUNC]]_BLK
HED10210	[[এবং\CC_CCD]]_CCP [[বেপরোয়াভাবের\RB]]_RBP [[সাথে-সাথে\RB]]_RBP [[জীবনের\N_NN দার্শনিক\JJ ব্যাখ্যা\N_NN]]_NP [[তাঁর\PR_PRL কবিতায়\N_NN]]_NP [[মিলেমিশে\RB]]_RBP [[রয়েছে\V_VM_VF]]_VGF [[৷\RD_PUNC]]_BLK
HED10211	[[হরিবংশ\N_NNP রায়\N_NNP বচ্চনের\N_NNP আত্মজীবনী\N_NN]]_NP [[হিন্দিতে\N_NNP একটি\QT_QTC বিশেষ\JJ ধারার\N_NN বই\N_NN]]_VGF [[৷\RD_PUNC]]_BLK
HED10212	[[এতে\PR_PRL]]_NP [[তাঁর\PR_PRL জীবন\N_NN ছাড়া\PSP]]_NP [[সমকালীন\JJ পরিবেশেরও\N_NN আলোচনা\N_NN]]_NP [[রয়েছে\V_VM_VF]]_VGF [[,\RD_PUNC]]_BLK [[যা\PR_PRL]]_BLK [[বেশ\RP_INTF চিত্তাকর্ষক\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10213	[[তাঁর\PR_PRL আত্মজীবনী\N_NN]]_NP [[নিম্নলিখিত\JJ চারটি\QT_QTC খন্ডে\N_NN]]_NP [[খন্ডিত\JJ]]_JJP [[-\RD_PUNC]]_BLK [[কেয়া\N_NNP ভুলু\N_NNP কেয়া\N_NNP ইঁয়াদ\N_NNP করু\N_NNP (\RD_SYM ১৯৬৯\QT_QTC )\RD_SYM]]_NP [[,\RD_PUNC]]_CCP [[নীড়\N_NNP কা\N_NNP নির্মাণ\N_NNP ফির\N_NNP (\RD_SYM ১৯৭০\QT_QTC )\RD_SYM]]_NP [[,\RD_PUNC]]_CCP [[বসেরে\N_NNP সে\N_NNP দূর\N_NNP (\RD_SYM ১৯৭৭\QT_QTC )\RD_SYM]]_NP [[,\RD_PUNC]]_CCP [[দশদওয়ার\N_NNP সে\N_NNP সোপান\N_NNP তক\N_NNP (\RD_SYM ১৯৬৫\QT_QTC )\RD_SYM]]_NP [[।\RD_PUNC]]_BLK
HED10214	[[হরিবংশ\N_NNP রায়\N_NNP বচ্চনের\N_NNP সম্পূর্ণ\JJ সাহিত্য\N_NN]]_NP [[বচ্চন\N_NNP রচনাবলী\N_NNP রূপেও\N_NN]]_RBP [[প্রকাশিত\JJ হয়েছে\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10215	[[রামধারী\N_NNP সিং\N_NNP দিনকর\N_NNP]]_NP [[হিন্দিতে\N_NNP]]_NP [[জাতীয়\JJ সংবেদনশীলতার\JJ কবি\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[সাংস্কৃতিক\JJ চেতনার\N_NN স্রষ্টা\N_NN]]_NP [[।\RD_PUNC]]_BLK
HED10216	[[আধুনিক\JJ ভারতীয়\JJ কবিতায়\N_NN]]_NP [[তিনি\PR_PRL]]_NP [[অন্যতম\JJ স্থান\N_NN অধিকার\N_NN করেছেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10217	[[দিনকরের\N_NNP কাব্য\N_NN চেতনা\N_NN]]_NP [[ঔপনিবেশিক\JJ দাসত্ব\N_NN]]_NP [[,\RD_PUNC]]_CCP [[সামাজিক\JJ বৈষম্য\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[জনজাগরণের\N_NN প্রতিপালক\JJ]]_NP [[।\RD_PUNC]]_BLK
HED10218	[[রামধারী\N_NNP সিং\N_NNP দিনকর\N_NNP]]_NP [[হিন্দির\N_NNP একজন\QT_QTC]]_NP [[প্রধান\JJ]]_JJP [[কবি\N_NN]]_NP [[এবং\CC_CCD]]_CCP [[চিন্তাবিদ\JJ]]_NP [[ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10219	[[জাতীয়\JJ কবি\N_NN দিনকর\N_NNP]]_NP [[আধুনিক\JJ যুগের\N_NN শ্রেষ্ঠ\JJ বীর\N_NN রসের\N_NN কবি\N_NN রূপে\N_NN]]_NP [[পরিচিত\JJ]]_JJP [[।\RD_PUNC]]_BLK
HED10220	[[সাহিত্যরূপে\RB]]_RBP [[তিনি\PR_PRL]]_NP [[সংস্কৃত\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[বাংলা\N_NNP]]_NP [[,\RD_PUNC]]_CCP [[ইংরেজী\N_NNP]]_NP [[এবং\CC_CCD]]_CCP [[উর্দু\N_NNP]]_NP [[গভীরভাবে\RB]]_RBP [[অধ্যায়ন\N_NN করেছিলেন\V_VM_VF]]_VGF [[।\RD_PUNC]]_BLK
HED10221	[[রামধারি\N_NNP সিং\N_NNP দিনকর\N_NNP]]_NP [[দেশের\N_NN সর্বোচ্চ\JJ সাহিত্যিক\JJ সম্মান\N_NN জ্ঞানপীঠ\N_NNP পুরস্কারে\N_NN]]_NP [[সম্মানিত\JJ]]_JJP [[হয়েছেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10222	[[দিনকর\N_NNP]]_NP [[দেশের\N_NN পরাধীনতার\JJ সময়ে\N_NN]]_NP [[বিদ্রাহী\JJ কবি\N_NN হিসেবে\RP_RPD]]_RBP [[পরিচিতি\N_NN লাভ\N_NN করেছিলেন\V_VM_VF]]_VGF [[এবং\CC_CCD]]_CCP [[স্বাধীনতার\JJ পরে\PSP]]_NP [[তাকে\PR_PRL]]_NP [[জাতীয়\JJ কবি\N_NN বলা\V_VM_VNG হয়\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
HED10223	[[তিনি\PR_PRL]]_NP [[ছায়াবাদোত্তর\N_NNP কবিদের\N_NN প্রথম\QT_QTO প্রজন্মের\N_NN কবি\N_NN ছিলেন\V_VAUX]]_VGF [[।\RD_PUNC]]_BLK
